Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnPasswordContinue""))",Chrome 136.0.7103.114,,,16-05-2025 20:59:19,16-05-2025 20:59:20,0.317s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/p_user-welcome""), 0)",Chrome 136.0.7103.114,,,16-05-2025 20:59:20,16-05-2025 20:59:27,6.858s,PASSED
closeBrowser(),Chrome 136.0.7103.114,,,16-05-2025 20:59:27,16-05-2025 20:59:27,0.141s,PASSED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 20:59:27,16-05-2025 20:59:27,0.003s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Valid_Email_Invalid_PWD_TC,Chrome 136.0.7103.114,,,16-05-2025 20:59:27,16-05-2025 21:00:10,43.350s,PASSED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 20:59:27,16-05-2025 20:59:27,0.000s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 20:59:27,16-05-2025 20:59:29,1.950s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 20:59:29,16-05-2025 20:59:38,9.710s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Chrome 136.0.7103.114,,,16-05-2025 20:59:38,16-05-2025 20:59:39,1.025s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Chrome 136.0.7103.114,,,16-05-2025 20:59:39,16-05-2025 20:59:40,0.529s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Chrome 136.0.7103.114,,,16-05-2025 20:59:40,16-05-2025 20:59:44,3.771s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Chrome 136.0.7103.114,,,16-05-2025 20:59:44,16-05-2025 20:59:46,2.027s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Please enter your password""))",Chrome 136.0.7103.114,,,16-05-2025 20:59:46,16-05-2025 21:00:07,21.404s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Please enter your password""), ""cvW8qx4B2o1gIDzvWT+0mQ=="")",Chrome 136.0.7103.114,,,16-05-2025 21:00:07,16-05-2025 21:00:07,0.311s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnPasswordContinue""))",Chrome 136.0.7103.114,,,16-05-2025 21:00:07,16-05-2025 21:00:08,0.271s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/p_Invalid Password""))",Chrome 136.0.7103.114,,,16-05-2025 21:00:08,16-05-2025 21:00:10,2.210s,PASSED
closeBrowser(),Chrome 136.0.7103.114,,,16-05-2025 21:00:10,16-05-2025 21:00:10,0.108s,PASSED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:00:10,16-05-2025 21:00:10,0.002s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Invalid_Email_TC,Chrome 136.0.7103.114,,,16-05-2025 21:00:10,16-05-2025 21:00:25,14.689s,PASSED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:00:10,16-05-2025 21:00:10,0.000s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 21:00:10,16-05-2025 21:00:11,1.388s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 21:00:11,16-05-2025 21:00:18,6.814s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""test@test.com"")",Chrome 136.0.7103.114,,,16-05-2025 21:00:18,16-05-2025 21:00:19,0.743s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Chrome 136.0.7103.114,,,16-05-2025 21:00:19,16-05-2025 21:00:20,0.489s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/p_User doesnt exist for the entered email""))",Chrome 136.0.7103.114,,,16-05-2025 21:00:20,16-05-2025 21:00:25,5.109s,PASSED
closeBrowser(),Chrome 136.0.7103.114,,,16-05-2025 21:00:25,16-05-2025 21:00:25,0.106s,PASSED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:00:25,16-05-2025 21:00:25,0.002s,PASSED
,,,,,,,
Start listener action : afterTestSuite,Chrome 136.0.7103.114,,,16-05-2025 21:00:25,16-05-2025 21:00:25,0.033s,ERROR
