Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Dashboard/MarketPlace/Verify_MarketPlace_TC,Firefox 138.0.3,,,16-05-2025 20:26:39,16-05-2025 20:27:30,50.666s,FAILED
Start listener action : beforeTestCase,Firefox 138.0.3,,,16-05-2025 20:26:39,16-05-2025 20:26:39,0.000s,PASSED
"openBrowser("""")",Firefox 138.0.3,,,16-05-2025 20:26:39,16-05-2025 20:26:41,2.092s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Firefox 138.0.3,,,16-05-2025 20:26:41,16-05-2025 20:26:48,6.701s,PASSED
"setText(findTestObject(""Object Repository/MarketPlace/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Firefox 138.0.3,,,16-05-2025 20:26:48,16-05-2025 20:26:50,1.618s,PASSED
"click(findTestObject(""Object Repository/MarketPlace/Page_QuantumTrades/button_signInBtnEmailContinue""))",Firefox 138.0.3,,,16-05-2025 20:26:50,16-05-2025 20:26:50,0.686s,PASSED
"click(findTestObject(""Object Repository/MarketPlace/Page_QuantumTrades/button_signInBtnEmailContinue""))",Firefox 138.0.3,,,16-05-2025 20:26:50,16-05-2025 20:26:53,3.071s,PASSED
"click(findTestObject(""Object Repository/MarketPlace/Page_QuantumTrades/button_signInBtnEmailContinue""))",Firefox 138.0.3,,,16-05-2025 20:26:53,16-05-2025 20:26:56,2.566s,PASSED
"click(findTestObject(""Object Repository/MarketPlace/Page_QuantumTrades/div_QuantumTrades""))",Firefox 138.0.3,,,16-05-2025 20:26:56,16-05-2025 20:26:58,2.023s,PASSED
"click(findTestObject(""Object Repository/MarketPlace/Page_QuantumTrades/input_Please enter your password""))",Firefox 138.0.3,,,16-05-2025 20:26:58,16-05-2025 20:27:29,31.296s,FAILED
Start listener action : sampleAfterTestCase,Firefox 138.0.3,,,16-05-2025 20:27:29,16-05-2025 20:27:30,0.601s,PASSED
,,,,,,,
Test Cases/Dashboard/Quantam AI/Verify_Quantam_AI_TC,Firefox 138.0.3,,,16-05-2025 20:30:42,16-05-2025 20:31:50,1m - 7.897s,FAILED
Start listener action : beforeTestCase,Firefox 138.0.3,,,16-05-2025 20:30:42,16-05-2025 20:30:42,0.001s,PASSED
"openBrowser("""")",Firefox 138.0.3,,,16-05-2025 20:30:42,16-05-2025 20:30:44,1.995s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Firefox 138.0.3,,,16-05-2025 20:30:44,16-05-2025 20:30:51,6.824s,PASSED
"setText(findTestObject(""Object Repository/Quantam_AI_Page/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Firefox 138.0.3,,,16-05-2025 20:30:51,16-05-2025 20:30:52,1.258s,PASSED
"click(findTestObject(""Object Repository/Quantam_AI_Page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Firefox 138.0.3,,,16-05-2025 20:30:52,16-05-2025 20:30:53,0.675s,PASSED
"click(findTestObject(""Object Repository/Quantam_AI_Page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Firefox 138.0.3,,,16-05-2025 20:30:53,16-05-2025 20:31:01,8.411s,PASSED
"click(findTestObject(""Object Repository/Quantam_AI_Page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Firefox 138.0.3,,,16-05-2025 20:31:01,16-05-2025 20:31:12,10.679s,PASSED
"click(findTestObject(""Object Repository/Quantam_AI_Page/Page_QuantumTrades/form_Email Or Phone""))",Firefox 138.0.3,,,16-05-2025 20:31:12,16-05-2025 20:31:18,5.983s,PASSED
"click(findTestObject(""Object Repository/Quantam_AI_Page/Page_QuantumTrades/input_Please enter your password""))",Firefox 138.0.3,,,16-05-2025 20:31:18,16-05-2025 20:31:49,31.440s,FAILED
Start listener action : sampleAfterTestCase,Firefox 138.0.3,,,16-05-2025 20:31:49,16-05-2025 20:31:50,0.617s,PASSED
,,,,,,,
Test Cases/Dashboard/Help/Verify_Help_TC,Firefox 138.0.3,,,16-05-2025 20:34:19,16-05-2025 20:35:03,43.984s,FAILED
Start listener action : beforeTestCase,Firefox 138.0.3,,,16-05-2025 20:34:19,16-05-2025 20:34:19,0.001s,PASSED
"openBrowser("""")",Firefox 138.0.3,,,16-05-2025 20:34:19,16-05-2025 20:34:21,2.308s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Firefox 138.0.3,,,16-05-2025 20:34:21,16-05-2025 20:34:33,12.045s,PASSED
"setText(findTestObject(""Object Repository/Help_Page/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Firefox 138.0.3,,,16-05-2025 20:34:33,16-05-2025 20:34:34,0.647s,PASSED
"click(findTestObject(""Object Repository/Help_Page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Firefox 138.0.3,,,16-05-2025 20:34:34,16-05-2025 20:34:34,0.657s,PASSED
"click(findTestObject(""Object Repository/Help_Page/Page_QuantumTrades/form_Email Or Phone""))",Firefox 138.0.3,,,16-05-2025 20:34:34,16-05-2025 20:34:37,3.056s,PASSED
"click(findTestObject(""Object Repository/Help_Page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Firefox 138.0.3,,,16-05-2025 20:34:37,16-05-2025 20:34:38,0.533s,PASSED
"click(findTestObject(""Object Repository/Help_Page/Page_QuantumTrades/input_Please enter your password""))",Firefox 138.0.3,,,16-05-2025 20:34:38,16-05-2025 20:35:02,24.045s,FAILED
Start listener action : sampleAfterTestCase,Firefox 138.0.3,,,16-05-2025 20:35:02,16-05-2025 20:35:03,0.680s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Verify_Login_With_Google_TC,Firefox 138.0.3,,,16-05-2025 20:35:03,16-05-2025 20:35:03,0.022s,PASSED
Start listener action : beforeTestCase,Firefox 138.0.3,,,16-05-2025 20:35:03,16-05-2025 20:35:03,0.000s,PASSED
return null,Firefox 138.0.3,,,16-05-2025 20:35:03,16-05-2025 20:35:03,0.000s,PASSED
Start listener action : sampleAfterTestCase,Firefox 138.0.3,,,16-05-2025 20:35:03,16-05-2025 20:35:03,0.002s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Invalid_Email_TC,Firefox 138.0.3,,,16-05-2025 20:35:14,16-05-2025 20:35:17,3.198s,FAILED
Start listener action : beforeTestCase,Firefox 138.0.3,,,16-05-2025 20:35:14,16-05-2025 20:35:14,0.001s,PASSED
"openBrowser("""")",Firefox 138.0.3,,,16-05-2025 20:35:14,16-05-2025 20:35:15,1.584s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Firefox 138.0.3,,,16-05-2025 20:35:15,16-05-2025 20:35:16,1.182s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""test@test.com"")",Firefox 138.0.3,,,16-05-2025 20:35:16,16-05-2025 20:35:16,0.022s,FAILED
Start listener action : sampleAfterTestCase,Firefox 138.0.3,,,16-05-2025 20:35:16,16-05-2025 20:35:17,0.402s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Valid_Email_Invalid_PWD_TC,Firefox 138.0.3,,,16-05-2025 20:35:24,16-05-2025 20:35:27,2.888s,FAILED
Start listener action : beforeTestCase,Firefox 138.0.3,,,16-05-2025 20:35:24,16-05-2025 20:35:24,0.001s,PASSED
"openBrowser("""")",Firefox 138.0.3,,,16-05-2025 20:35:24,16-05-2025 20:35:26,1.453s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Firefox 138.0.3,,,16-05-2025 20:35:26,16-05-2025 20:35:27,0.908s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Firefox 138.0.3,,,16-05-2025 20:35:27,16-05-2025 20:35:27,0.015s,FAILED
Start listener action : sampleAfterTestCase,Firefox 138.0.3,,,16-05-2025 20:35:27,16-05-2025 20:35:27,0.505s,PASSED
,,,,,,,
Start listener action : afterTestSuite,Firefox 138.0.3,,,16-05-2025 20:35:27,16-05-2025 20:35:30,3.124s,PASSED
